nxHelBake1.g1614.t1	
nxHelBake1.g285.t1	GO:0055085,GO:0022857
nxHelBake1.g1033.t1	
nxHelBake1.g6627.t1	GO:0004518
nxHelBake1.g4622.t1	
nxHelBake1.g18263.t1	GO:0006281,GO:0003684,GO:0003887
nxHelBake1.g5463.t1	
nxHelBake1.g10608.t1	
nxHelBake1.g11484.t1	
nxHelBake1.g13159.t1	
nxHelBake1.g15142.t1	
nxHelBake1.g10353.t1	
nxHelBake1.g6109.t1	GO:0009190,GO:0035556
nxHelBake1.g17037.t1	
nxHelBake1.g16196.t3	GO:0016491,GO:0019752,GO:0003824,GO:0030060,GO:0016616,GO:0006099
nxHelBake1.g5078.t1	GO:0005509,GO:0005544
nxHelBake1.g18666.t1	
nxHelBake1.g9802.t1	GO:0005524,GO:0019205,GO:0006139
nxHelBake1.g3373.t1	
nxHelBake1.g15996.t1	
nxHelBake1.g4387.t1	GO:0006486,GO:0016020,GO:0016758
nxHelBake1.g13836.t1	
nxHelBake1.g7912.t1	
nxHelBake1.g13944.t1	
nxHelBake1.g9422.t1	GO:0009922,GO:0016021
nxHelBake1.g9459.t1	
nxHelBake1.g16068.t1	
nxHelBake1.g16806.t6	
nxHelBake1.g15434.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g1872.t1	
nxHelBake1.g1497.t1	
nxHelBake1.g7527.t1	GO:0008410
nxHelBake1.g4509.t1	
nxHelBake1.g4529.t1	
nxHelBake1.g10778.t1	GO:0006508,GO:0008234
nxHelBake1.g7423.t1	
nxHelBake1.g1260.t1	
nxHelBake1.g8844.t1	GO:0030126,GO:0030117,GO:0005198,GO:0006886,GO:0016192
nxHelBake1.g6960.t1	
nxHelBake1.g15083.t1	
nxHelBake1.g2162.t1	
nxHelBake1.g5207.t1	GO:0003677,GO:0000786,GO:0006334
nxHelBake1.g2244.t2	
nxHelBake1.g11057.t1	GO:0016021,GO:0055085,GO:0016020,GO:0005524,GO:0015833,GO:0140359,GO:1904680
nxHelBake1.g15479.t1	GO:0005515,GO:0061630
nxHelBake1.g14392.t1	GO:0005085
nxHelBake1.g3695.t1	
nxHelBake1.g12455.t1	GOLGIN-84,GO:0007030,GOLGIN SUBFAMILY A MEMBER 5
nxHelBake1.g7771.t1	
nxHelBake1.g3026.t2	
nxHelBake1.g5986.t1	GO:0003723,GO:0003676
nxHelBake1.g12913.t1	
nxHelBake1.g5027.t1	GO:0006355,GO:0003700,GO:0008270,GO:0043565
nxHelBake1.g2565.t1	
nxHelBake1.g2730.t1	GO:0005515
nxHelBake1.g4737.t1	GO:0007165,GO:0005525,GO:0003924,GO:0007186,GO:0007188,GO:0019001,GO:0031683
nxHelBake1.g5831.t1	
nxHelBake1.g5356.t1	
nxHelBake1.g9548.t1	
nxHelBake1.g10824.t1	GO:0004376,GO:0000009,GO:0006506
nxHelBake1.g4580.t2	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g12040.t3	GO:0006355,GO:0003700,GO:0008270,GO:0043565
nxHelBake1.g1546.t1	
nxHelBake1.g12547.t1	GO:0005758
nxHelBake1.g16530.t1	GO:0005515
nxHelBake1.g18225.t1	
nxHelBake1.g15135.t1	GO:0020037,GO:0009190,GO:0006182,GO:0035556,GO:0004383
nxHelBake1.g7962.t1	GO:0005975,GO:0004553
nxHelBake1.g13011.t2	GO:0008299,GO:0016765
nxHelBake1.g13303.t1	GO:0005515
nxHelBake1.g5122.t1	GO:0019432,GO:0008374,GO:0004144
nxHelBake1.g12125.t1	
nxHelBake1.g5469.t1	
nxHelBake1.g7130.t1	
nxHelBake1.g8458.t1	GO:0060828
nxHelBake1.g16856.t1	
nxHelBake1.g10233.t2	
nxHelBake1.g13342.t1	
nxHelBake1.g15219.t2	GO:0005515,GO:0007528
nxHelBake1.g3135.t1	
nxHelBake1.g3615.t1	GO:0005509
nxHelBake1.g3624.t1	GO:0003824
nxHelBake1.g14269.t2	
nxHelBake1.g15969.t1	
nxHelBake1.g13228.t1	GO:0003677,GO:0000786,GO:0046982
nxHelBake1.g19004.t1	
nxHelBake1.g6883.t1	
nxHelBake1.g15153.t1	
nxHelBake1.g15238.t1	
nxHelBake1.g11118.t2	
nxHelBake1.g18598.t1	GO:0042147,GO:0032456,GO:1990745
nxHelBake1.g4890.t1	GO:0005515
nxHelBake1.g10955.t1	
nxHelBake1.g976.t1	GO:0031267,GO:0030833
nxHelBake1.g11253.t1	
nxHelBake1.g14943.t2	GO:0008194
nxHelBake1.g18467.t1	
nxHelBake1.g17406.t1	GO:0043248
nxHelBake1.g12813.t1	
nxHelBake1.g18965.t1	
nxHelBake1.g6441.t1	GO:0003677,GO:0005524,GO:0016787
nxHelBake1.g5191.t2	GO:0046982,GO:0003712
nxHelBake1.g12807.t1	
nxHelBake1.g15959.t1	
nxHelBake1.g8097.t1	
nxHelBake1.g16140.t2	GO:0005515,GO:0005682
nxHelBake1.g10570.t1	
nxHelBake1.g10302.t1	GO:0019825,GO:0020037
nxHelBake1.g3688.t1	GO:0004888,GO:0034220,GO:0016021,GO:0006811,GO:0005216
nxHelBake1.g1086.t3	
nxHelBake1.g4893.t1	GO:0006069,GO:0051903,GO:0008270
nxHelBake1.g3584.t1	
nxHelBake1.g17660.t1	
nxHelBake1.g2912.t1	GO:0005975,GO:0008107,GO:0016020
nxHelBake1.g14752.t1	GO:0005515,GO:0006606
nxHelBake1.g17497.t1	GO:0005515,GO:0061630
nxHelBake1.g129.t1	
nxHelBake1.g1247.t1	
nxHelBake1.g9344.t1	
nxHelBake1.g1649.t1	GO:0004672,GO:0006468,GO:0005524,GO:0005515,GO:0004521,GO:0004674,GO:0004540,GO:0006397,GO:0030968
nxHelBake1.g11307.t1	
nxHelBake1.g18304.t1	
nxHelBake1.g6395.t1	GO:0006508,GO:0004190
nxHelBake1.g10070.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g1746.t3	GO:0016491
nxHelBake1.g10471.t1	GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g5427.t1	
nxHelBake1.g11611.t1	
nxHelBake1.g9049.t1	GO:0016491
nxHelBake1.g11310.t1	
nxHelBake1.g7467.t1	GO:0005254
nxHelBake1.g717.t3	
nxHelBake1.g4547.t1	GO:0016788,GO:0006629
nxHelBake1.g456.t1	GO:0005515,GO:0006749
nxHelBake1.g15621.t1	GO:0055085,GO:0022857,GO:0016021
nxHelBake1.g11543.t1	GO:0003824,GO:0031071,GO:0030170,GO:0044571
nxHelBake1.g14381.t1	
nxHelBake1.g7017.t1	
nxHelBake1.g17266.t1	
nxHelBake1.g13916.t4	GO:0005515,GO:0050808,GO:0045202
nxHelBake1.g18707.t1	GO:0005509,GO:0007156,GO:0016020
nxHelBake1.g9798.t2	
nxHelBake1.g13706.t1	GO:0016021,GO:0005381,GO:0034755
nxHelBake1.g3448.t1	
nxHelBake1.g14951.t2	GO:0016021
nxHelBake1.g1729.t1	
nxHelBake1.g8574.t1	
nxHelBake1.g9372.t1	GO:0006508,GO:0004222,GO:0008270,GO:0008237
nxHelBake1.g5241.t1	
nxHelBake1.g7321.t1	
nxHelBake1.g15109.t1	
nxHelBake1.g17051.t2	
nxHelBake1.g12619.t2	GO:0016021,GO:0015269,GO:0005516,GO:0006813,GO:0016286
nxHelBake1.g15458.t1	GOLGI AUTOANTIGEN, GOLGIN SUBFAMILY A, 7
nxHelBake1.g13750.t1	
nxHelBake1.g2304.t2	
nxHelBake1.g6787.t1	GO:0016491
nxHelBake1.g7449.t1	
nxHelBake1.g10402.t1	
nxHelBake1.g10786.t1	
nxHelBake1.g4009.t1	
nxHelBake1.g17036.t1	
nxHelBake1.g5555.t1	
nxHelBake1.g9527.t1	
nxHelBake1.g449.t1	
nxHelBake1.g11923.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g7613.t1	GO:0016787
nxHelBake1.g8755.t1	GO:0042302
nxHelBake1.g10492.t1	
nxHelBake1.g11236.t1	
nxHelBake1.g1698.t1	
nxHelBake1.g12350.t1	
nxHelBake1.g13020.t2	
nxHelBake1.g2801.t1	
nxHelBake1.g6951.t1	
nxHelBake1.g8587.t1	
nxHelBake1.g11289.t1	
nxHelBake1.g8261.t1	GO:0005975,GO:0004573,GO:0009311
nxHelBake1.g1901.t2	
nxHelBake1.g13526.t1	
nxHelBake1.g15076.t1	GO:0005515
nxHelBake1.g8105.t1	GO:0046872
nxHelBake1.g9815.t2	
nxHelBake1.g10123.t1	
nxHelBake1.g18330.t1	
nxHelBake1.g8066.t2	
nxHelBake1.g12847.t1	GO:0005515,GO:0005634,GO:0003676
nxHelBake1.g16796.t1	
nxHelBake1.g17633.t1	GO:0005525,GO:0003924,GO:0007017,GO:0005874,GO:0005200
nxHelBake1.g7169.t1	GO:0000049,GO:0006431,GO:0004825,GO:0005524,GO:0006418,GO:0004812,GO:0000166
nxHelBake1.g13241.t1	GO:0007186,GO:0004965,GO:0016021
nxHelBake1.g4257.t1	
nxHelBake1.g8679.t1	GO:0006486
nxHelBake1.g2989.t1	
nxHelBake1.g7560.t1	GO:0005515
nxHelBake1.g242.t1	
nxHelBake1.g11201.t1	
nxHelBake1.g14232.t1	
nxHelBake1.g14228.t1	
nxHelBake1.g9571.t1	
nxHelBake1.g57.t1	
nxHelBake1.g9172.t1	GO:0004672,GO:0006468,GO:0016020,GO:0007178,GO:0005524,GO:0004675
nxHelBake1.g16097.t1	GO:0016491
nxHelBake1.g2048.t1	GO:0016020
nxHelBake1.g5336.t1	
nxHelBake1.g10592.t1	
nxHelBake1.g7668.t1	
nxHelBake1.g14770.t1	GO:0046314,GO:0016301,GO:0003824,GO:0004111,GO:0016772
nxHelBake1.g2334.t1	
nxHelBake1.g10131.t1	
nxHelBake1.g1558.t1	GO:0016209
nxHelBake1.g7719.t1	GO:0008168
nxHelBake1.g9566.t1	GO:0005509
nxHelBake1.g122.t1	
nxHelBake1.g16208.t1	GO:0003723,GO:0006396
nxHelBake1.g1385.t1	GO:0006629,GO:0005515
nxHelBake1.g552.t2	GO:0019843,GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g7582.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g1070.t1	GO:0005739,GO:0007005
nxHelBake1.g10825.t1	
nxHelBake1.g5540.t1	GO:0006508,GO:0016020,GO:0004222,GO:0007155
nxHelBake1.g11072.t1	
nxHelBake1.g15419.t1	
nxHelBake1.g18442.t1	
nxHelBake1.g7755.t1	GO:0050660,GO:0004854,GO:0016491,GO:0004855,GO:0051536,GO:0046872,GO:0005506
nxHelBake1.g11658.t4	
nxHelBake1.g2550.t1	
nxHelBake1.g15152.t1	GO:0004862,GO:0006469
nxHelBake1.g6352.t1	
nxHelBake1.g9612.t1	GO:0003676
nxHelBake1.g8389.t1	GO:0008289
nxHelBake1.g6095.t1	GO:0010265
nxHelBake1.g12999.t1	GO:0005509
nxHelBake1.g1772.t2	GO:0003723,GO:0003676
nxHelBake1.g15852.t2	GO:0006397,GO:0003676
nxHelBake1.g18336.t2	GO:0006270
nxHelBake1.g7754.t1	GO:0015293,GO:0016021
nxHelBake1.g10184.t1	
nxHelBake1.g12500.t1	
nxHelBake1.g10762.t1	
nxHelBake1.g12102.t1	
nxHelBake1.g354.t3	
nxHelBake1.g11798.t1	GO:0016020
nxHelBake1.g18628.t1	
nxHelBake1.g17671.t1	
nxHelBake1.g10391.t2	
nxHelBake1.g18360.t1	GO:0016020
nxHelBake1.g13938.t1	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g4720.t1	
nxHelBake1.g8662.t1	GO:0003723,GO:0003676
nxHelBake1.g9837.t1	
nxHelBake1.g13827.t2	GO:0003824,GO:0005975,GO:0004553,GO:0030246
nxHelBake1.g968.t1	GO:0016787
nxHelBake1.g11424.t1	GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g11159.t1	GO:0047961,GO:0005739
nxHelBake1.g3076.t1	
nxHelBake1.g5094.t1	
nxHelBake1.g17342.t3	GO:0005515,GO:0004672,GO:0006468
nxHelBake1.g3792.t1	GO:0005515
nxHelBake1.g18259.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g5956.t1	
nxHelBake1.g18863.t1	
nxHelBake1.g349.t1	GO:0031083,GO:0006886
nxHelBake1.g10020.t1	GO:0004888,GO:0034220,GO:0022848,GO:0045211,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g16183.t1	
nxHelBake1.g11319.t1	GO:0005515,GO:0005737
nxHelBake1.g6250.t1	
nxHelBake1.g16728.t2	GO:0006357,GO:0016592,GO:0003712
nxHelBake1.g8493.t1	
nxHelBake1.g18115.t1	GO:0005515,GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g9987.t4	
nxHelBake1.g12015.t1	
nxHelBake1.g9130.t1	GO:0008237
nxHelBake1.g2105.t1	GO:0005956,GO:0019887
nxHelBake1.g452.t1	
nxHelBake1.g4852.t1	
nxHelBake1.g3811.t1	GO:0055085,GO:0016020,GO:0015267
nxHelBake1.g6956.t1	GO:0008191
nxHelBake1.g3101.t3	GO:0006508,GO:0004252
nxHelBake1.g4520.t1	
nxHelBake1.g11664.t1	GO:0031204
nxHelBake1.g5883.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g12966.t1	GO:0005524,GO:0005737,GO:0006418,GO:0004827,GO:0006433,GO:0004812,GO:0000166
nxHelBake1.g4627.t1	
nxHelBake1.g7380.t1	GO:0042302
nxHelBake1.g13654.t2	
nxHelBake1.g4559.t1	
nxHelBake1.g5287.t1	GO:0008194
nxHelBake1.g7662.t1	
nxHelBake1.g4421.t1	GO:0005515
nxHelBake1.g8094.t1	GO:0003824
nxHelBake1.g15320.t1	
nxHelBake1.g6498.t1	
nxHelBake1.g16849.t2	
nxHelBake1.g9358.t2	GO:0004629,GO:0005509,GO:0007340,GO:0007165,GO:0006629,GO:0035556,GO:0046488,GO:0008081,GO:0004435
nxHelBake1.g9109.t1	GO:0005509,GO:0007264,GO:0031307,GO:0005525,GO:0003924,GO:0007005
nxHelBake1.g18167.t1	
nxHelBake1.g18276.t2	GO:0016705,GO:0005506,GO:0031418
nxHelBake1.g1065.t2	GO:0016021
nxHelBake1.g17605.t1	GO:0005515
nxHelBake1.g17261.t1	GO:0016791
nxHelBake1.g13794.t1	
nxHelBake1.g1956.t1	
nxHelBake1.g7644.t1	
nxHelBake1.g17527.t1	
nxHelBake1.g8211.t1	GO:0006357,GO:0002098
nxHelBake1.g17031.t1	
nxHelBake1.g18240.t1	
nxHelBake1.g13594.t1	
nxHelBake1.g8044.t1	GO:0008168
nxHelBake1.g16439.t2	GO:0006470,GO:0030141,GO:0004725
nxHelBake1.g5306.t2	GO:0006355,GO:0006325,GO:0005634
nxHelBake1.g10445.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g8664.t2	GO:0003824
nxHelBake1.g11741.t1	GO:0055085,GO:0022857
nxHelBake1.g14450.t1	
nxHelBake1.g19001.t1	GO:0034464
nxHelBake1.g16545.t1	GO:0016021
nxHelBake1.g17082.t1	
nxHelBake1.g998.t1	GO:0007606,GO:0016021
nxHelBake1.g11698.t1	
nxHelBake1.g13945.t1	GO:0009986
nxHelBake1.g7196.t1	
nxHelBake1.g13265.t2	GO:0005978,GO:0004373
nxHelBake1.g9400.t1	GO:0006470,GO:0004725
nxHelBake1.g16804.t1	
nxHelBake1.g3717.t1	GO:0004843,GO:0016579
nxHelBake1.g5751.t1	
nxHelBake1.g18133.t1	
nxHelBake1.g851.t1	GO:0004376,GO:0006506,GO:0051751,GO:0016021
nxHelBake1.g17280.t1	GO:0042719,GO:0045039
nxHelBake1.g6350.t1	
nxHelBake1.g1787.t1	GO:0016020,GO:0016757
nxHelBake1.g3318.t1	
nxHelBake1.g6281.t1	
nxHelBake1.g14755.t1	GO:0006355,GO:0003700,GO:0008270,GO:0043565
nxHelBake1.g18144.t1	
nxHelBake1.g18030.t1	
nxHelBake1.g16048.t1	
nxHelBake1.g2211.t1	GO:0003676
nxHelBake1.g18166.t1	
nxHelBake1.g18162.t1	
nxHelBake1.g7336.t1	
nxHelBake1.g19011.t1	GO:0016491
nxHelBake1.g6549.t1	GO:0006508,GO:0004252
nxHelBake1.g13259.t1	
nxHelBake1.g9861.t1	GO:0007160
nxHelBake1.g7727.t2	GO:0005515
nxHelBake1.g18362.t1	
nxHelBake1.g11921.t1	
nxHelBake1.g18622.t2	GO:0005515,GO:0045292
nxHelBake1.g11700.t2	GO:0005096
nxHelBake1.g14826.t1	GO:0016746
nxHelBake1.g7775.t1	GO:0019825,GO:0020037
nxHelBake1.g17458.t1	
nxHelBake1.g6699.t1	GO:0007205,GO:0007165,GO:0016301,GO:0005515,GO:0004143,GO:0003951
nxHelBake1.g9499.t1	GO:0019825,GO:0020037
nxHelBake1.g1446.t1	
nxHelBake1.g1634.t1	
nxHelBake1.g2639.t5	GO:0008168,GO:0001510
nxHelBake1.g14941.t2	
nxHelBake1.g12368.t1	
nxHelBake1.g6780.t1	
nxHelBake1.g1926.t2	
nxHelBake1.g8380.t1	GO:0007264,GO:0005093,GO:0005092,GO:0008425,GO:0015031,GO:0006744
nxHelBake1.g11111.t1	GO:0005515
nxHelBake1.g10894.t1	
nxHelBake1.g9698.t1	
nxHelBake1.g16887.t1	GO:0016575,GO:0004407
nxHelBake1.g8579.t2	
nxHelBake1.g17128.t1	GO:0005515
nxHelBake1.g14083.t1	
nxHelBake1.g1478.t1	GO:0003677,GO:0000786,GO:0046982
nxHelBake1.g6094.t1	
nxHelBake1.g10028.t2	GO:0005515
nxHelBake1.g6343.t1	GO:0006336
nxHelBake1.g9730.t1	GO:0005525,GO:0003924,GO:0016020,GO:0007165
nxHelBake1.g10931.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g8193.t2	
nxHelBake1.g4247.t1	
nxHelBake1.g8118.t1	
nxHelBake1.g16291.t3	GO:0016409
nxHelBake1.g8306.t1	GO:0005525,GO:0007165,GO:0003924,GO:0016020
nxHelBake1.g1788.t1	
nxHelBake1.g2610.t1	
nxHelBake1.g12769.t1	
nxHelBake1.g16233.t2	
nxHelBake1.g7608.t1	
nxHelBake1.g1494.t1	
nxHelBake1.g14045.t1	
nxHelBake1.g13332.t6	
nxHelBake1.g4757.t1	
nxHelBake1.g16729.t1	GO:0004888,GO:0034220,GO:0016021,GO:0004890,GO:0016020,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g18088.t1	GO:0004888,GO:0034220,GO:0016021,GO:0004890,GO:0016020,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g17756.t1	GO:0016491
nxHelBake1.g6854.t1	GO:0004683,GO:0005516,GO:0006468
nxHelBake1.g7168.t1	GO:0005634,GO:0006364
nxHelBake1.g4228.t1	
nxHelBake1.g17244.t1	GO:0016255,GO:0042765
nxHelBake1.g1650.t2	GO:0016021,GO:0016020,GO:0006814,GO:0006811,GO:0005216,GO:0005272
nxHelBake1.g8993.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g9353.t1	GO:0032012,GO:0005085
nxHelBake1.g5547.t1	
nxHelBake1.g887.t1	GO:0006508,GO:0004181,GO:0008270
nxHelBake1.g14800.t1	
nxHelBake1.g15504.t1	GO:0055085,GO:0016020,GO:0022857,GO:0016021
nxHelBake1.g5661.t1	GO:0016020,GO:0006605,GO:0008320,GO:0006886,GO:0015031
nxHelBake1.g18242.t2	
nxHelBake1.g4325.t1	
nxHelBake1.g7822.t1	GO:0030170,GO:0008483,GO:0003824,GO:0003867,GO:0009448
nxHelBake1.g2898.t1	
nxHelBake1.g13318.t1	GO:0004930,GO:0007186,GO:0016020,GO:0016021
nxHelBake1.g316.t2	GO:0005515,GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g3529.t1	
nxHelBake1.g14532.t1	
nxHelBake1.g15221.t1	GO:0016702
nxHelBake1.g11011.t2	
nxHelBake1.g13447.t1	GO:0042302
nxHelBake1.g18569.t1	GO:0005524,GO:0003676
nxHelBake1.g13580.t1	
nxHelBake1.g17954.t1	GO:0030047,GO:0018064
nxHelBake1.g12504.t1	GO:0004970,GO:0016020,GO:0006811,GO:0005216,GO:0038023,GO:0015276
nxHelBake1.g10793.t1	GO:0006508,GO:0008270,GO:0004222,GO:0008237
nxHelBake1.g8434.t1	GO:0005509,GO:0007156,GO:0016020
nxHelBake1.g12566.t1	GO:0046983
nxHelBake1.g14376.t1	GO:0004252
nxHelBake1.g7450.t2	
nxHelBake1.g4014.t1	GO:0005515,GO:0030041
nxHelBake1.g6423.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g15979.t1	GO:0005515
nxHelBake1.g17401.t1	GO:0016620,GO:0016491,GO:0004029
nxHelBake1.g3265.t1	
nxHelBake1.g11520.t1	GO:0006357,GO:0002098
nxHelBake1.g8872.t1	GO:0006629,GO:0016491
nxHelBake1.g9377.t1	GO:0055085,GO:1990544,GO:0140021,GO:0005471,GO:0005743
nxHelBake1.g9315.t1	
nxHelBake1.g12126.t1	GO:0005515
nxHelBake1.g6713.t1	GO:0016021
nxHelBake1.g12939.t1	GO:0016192,GO:0030131,GO:0006886
nxHelBake1.g16294.t2	GO:0051321
nxHelBake1.g121.t1	
nxHelBake1.g18008.t1	GO:0008442,GO:0016491,GO:0051287,GO:0050661
nxHelBake1.g1934.t1	
nxHelBake1.g10686.t1	GO:0006644,GO:0050482,GO:0004623
nxHelBake1.g12158.t1	
nxHelBake1.g10419.t1	GO:0006281,GO:0005634,GO:0030915
nxHelBake1.g11357.t1	GO:0005892
nxHelBake1.g2976.t1	GO:0005524,GO:0016887
nxHelBake1.g3562.t1	
nxHelBake1.g1887.t2	
nxHelBake1.g12726.t1	
nxHelBake1.g9611.t1	GO:0007218
nxHelBake1.g12131.t1	GO:0007165
nxHelBake1.g636.t1	GO:0000139
nxHelBake1.g12189.t1	GO:0055085,GO:0022857
nxHelBake1.g6090.t1	GO:0004622
nxHelBake1.g7625.t1	GO:0016491
nxHelBake1.g167.t1	
nxHelBake1.g15870.t1	GO:0003824
nxHelBake1.g12328.t1	GO:0004888,GO:0034220,GO:0022848,GO:0045211,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g18619.t1	GO:0016021
nxHelBake1.g6072.t1	
nxHelBake1.g1865.t1	
nxHelBake1.g15248.t2	
nxHelBake1.g8742.t1	
nxHelBake1.g3216.t1	
nxHelBake1.g13515.t2	
nxHelBake1.g5334.t1	
nxHelBake1.g4696.t1	GO:1902751,GO:0006470,GO:0004725
nxHelBake1.g18295.t3	GO:0016192,GO:0003677,GO:0008270,GO:0005085
nxHelBake1.g528.t1	
nxHelBake1.g7264.t1	GO:0016055,GO:0005576,GO:0007275,GO:0005102
nxHelBake1.g5097.t1	GO:0008017,GO:0007059,GO:0051301
nxHelBake1.g16241.t1	
nxHelBake1.g11939.t1	GO:0006814,GO:0016020,GO:0005272
nxHelBake1.g1760.t2	GO:0055085,GO:0016020,GO:0022857
nxHelBake1.g780.t1	
nxHelBake1.g13115.t2	
nxHelBake1.g3977.t1	
nxHelBake1.g743.t1	
nxHelBake1.g7649.t1	
nxHelBake1.g11950.t2	
nxHelBake1.g11526.t2	GO:0003723,GO:0003676
nxHelBake1.g11336.t1	GO:0016705,GO:0005506,GO:0004497,GO:0020037
nxHelBake1.g874.t1	
nxHelBake1.g4404.t1	
nxHelBake1.g18762.t1	
nxHelBake1.g3669.t1	GO:0006355
nxHelBake1.g673.t1	GO:0016012,GO:0016021
nxHelBake1.g3683.t1	GO:0003824,GO:0005975,GO:0004553,GO:0030246
nxHelBake1.g15710.t1	
nxHelBake1.g5206.t1	
nxHelBake1.g10775.t1	
nxHelBake1.g4673.t1	GO:0016787
nxHelBake1.g3330.t1	GO:0043231,GO:0004739,GO:0006086,GO:0016624
nxHelBake1.g13377.t1	
nxHelBake1.g6443.t2	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g4582.t1	GO:0005515,GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g9552.t1	
nxHelBake1.g16820.t2	
nxHelBake1.g2640.t1	GO:0009922,GO:0016021
nxHelBake1.g16819.t1	
nxHelBake1.g5514.t1	
nxHelBake1.g6207.t2	
nxHelBake1.g6530.t2	
nxHelBake1.g11632.t1	GO:0004014,GO:0006597,GO:0008295
nxHelBake1.g2811.t1	
nxHelBake1.g4460.t2	
nxHelBake1.g1229.t1	
nxHelBake1.g9646.t1	GO:0042134,GO:0019843,GO:0006364
nxHelBake1.g11221.t1	GO:0032040
nxHelBake1.g5836.t1	GO:0006914,GO:0005515,GO:0032266
nxHelBake1.g17424.t1	
nxHelBake1.g12757.t1	GO:0005515,GO:0004842
nxHelBake1.g3035.t2	
nxHelBake1.g18679.t3	
nxHelBake1.g3258.t2	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g6858.t2	
nxHelBake1.g16352.t1	
nxHelBake1.g5673.t1	
nxHelBake1.g2928.t1	
nxHelBake1.g13674.t1	
nxHelBake1.g9030.t1	GO:0016020,GO:0032981
nxHelBake1.g10357.t1	
nxHelBake1.g6059.t3	
nxHelBake1.g17463.t1	
nxHelBake1.g15548.t3	GO:0006629,GO:0016788
nxHelBake1.g15821.t1	GO:0006508
nxHelBake1.g14563.t1	
nxHelBake1.g9158.t1	GO:0006814,GO:0016020,GO:0005272
nxHelBake1.g17693.t1	
nxHelBake1.g1505.t1	GO:0005634,GO:0008270,GO:0003676,GO:0006351,GO:0006368
nxHelBake1.g1850.t1	GO:0004888,GO:0034220,GO:0022848,GO:0045211,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g12187.t1	GO:0006355,GO:0032783
nxHelBake1.g11042.t1	
nxHelBake1.g17661.t1	GO:0003756
nxHelBake1.g4807.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g4313.t2	
nxHelBake1.g414.t1	GO:0005524,GO:0003676
nxHelBake1.g2083.t1	
nxHelBake1.g16289.t2	GO:0016021
nxHelBake1.g4026.t1	
nxHelBake1.g18759.t1	
nxHelBake1.g13619.t3	
nxHelBake1.g6507.t1	
nxHelBake1.g6948.t1	GO:0042254,GO:0001522,GO:0005732,GO:0003723,GO:0000493
nxHelBake1.g11182.t1	GO:0006570,GO:0006559,GO:0004411
nxHelBake1.g10961.t1	
nxHelBake1.g7461.t1	GO:0016020
nxHelBake1.g17081.t1	
nxHelBake1.g2696.t1	GO:0009986
nxHelBake1.g315.t1	GO:0016020,GO:0016757
nxHelBake1.g3907.t1	GO:0003677,GO:0000786,GO:0006334
nxHelBake1.g12875.t1	GO:0055085,GO:0016020,GO:0022857,GO:0016021
nxHelBake1.g1476.t1	GO:0005515
nxHelBake1.g12236.t1	GO:0005524,GO:0016887,GO:0005215,GO:0016021
nxHelBake1.g5455.t1	
nxHelBake1.g13165.t1	
nxHelBake1.g3798.t2	GO:0005515
nxHelBake1.g14047.t1	GO:0045022,GO:0043551
nxHelBake1.g4666.t1	
nxHelBake1.g18568.t1	GO:0005515
nxHelBake1.g2914.t1	GO:0010309
nxHelBake1.g9157.t1	GO:0006814,GO:0016020,GO:0005272
nxHelBake1.g8515.t1	GO:0005737,GO:0005975,GO:0003824,GO:0006098,GO:0004801
nxHelBake1.g4357.t2	
nxHelBake1.g1305.t1	
nxHelBake1.g13797.t1	
nxHelBake1.g1578.t5	GO:0016021
nxHelBake1.g17452.t1	
nxHelBake1.g14196.t1	
nxHelBake1.g11779.t1	GO:0005515,GO:0016491
nxHelBake1.g977.t1	
nxHelBake1.g13294.t1	
nxHelBake1.g10583.t1	GO:0019843,GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g11697.t1	
