gene	dS	sp
OVOC11878	0.0076	ovolvulus_vs_oochengi
OVOC8441	0.0029	ovolvulus_vs_oochengi
OVOC1688	0	ovolvulus_vs_oochengi
OVOC7545	0.0088	ovolvulus_vs_oochengi
OVOC10238	0.1046	ovolvulus_vs_oochengi
OVOC1670	1e-04	ovolvulus_vs_oochengi
OVOC10149	0	ovolvulus_vs_oochengi
OVOC1679	0.0082	ovolvulus_vs_oochengi
OVOC2759	0.0094	ovolvulus_vs_oochengi
OVOC9658	0	ovolvulus_vs_oochengi
OVOC9698	0.007	ovolvulus_vs_oochengi
OVOC3413	0.0167	ovolvulus_vs_oochengi
OVOC8198	0.0057	ovolvulus_vs_oochengi
OVOC8265	0	ovolvulus_vs_oochengi
OVOC7667	0.0287	ovolvulus_vs_oochengi
OVOC5439	0.0023	ovolvulus_vs_oochengi
OVOC3363	0.0136	ovolvulus_vs_oochengi
OVOC1230	0.0428	ovolvulus_vs_oochengi
OVOC1709	0.0254	ovolvulus_vs_oochengi
OVOC11760	0.0341	ovolvulus_vs_oochengi
OVOC11222	0.0025	ovolvulus_vs_oochengi
OVOC1567	0.0167	ovolvulus_vs_oochengi
OVOC1439	0	ovolvulus_vs_oochengi
OVOC7094	0.0106	ovolvulus_vs_oochengi
OVOC9793	0.0091	ovolvulus_vs_oochengi
OVOC638	0.0404	ovolvulus_vs_oochengi
OVOC9214	0.0029	ovolvulus_vs_oochengi
OVOC11544	0	ovolvulus_vs_oochengi
OVOC3712	0.01	ovolvulus_vs_oochengi
OVOC4068	0.0054	ovolvulus_vs_oochengi
OVOC1379	0.0716	ovolvulus_vs_oochengi
OVOC4625	0.0036	ovolvulus_vs_oochengi
OVOC10615	0.0021	ovolvulus_vs_oochengi
OVOC142	0.021	ovolvulus_vs_oochengi
OVOC5115	0	ovolvulus_vs_oochengi
OVOC9751	0.0095	ovolvulus_vs_oochengi
OVOC10166	0.0135	ovolvulus_vs_oochengi
OVOC6717	0.0043	ovolvulus_vs_oochengi
OVOC11056	0.0155	ovolvulus_vs_oochengi
OVOC6151	0	ovolvulus_vs_oochengi
OVOC6707	0.0173	ovolvulus_vs_oochengi
OVOC5154	0.015	ovolvulus_vs_oochengi
OVOC9794	0.0128	ovolvulus_vs_oochengi
OVOC4544	0.0144	ovolvulus_vs_oochengi
OVOC11589	0.0069	ovolvulus_vs_oochengi
OVOC10850	0.0017	ovolvulus_vs_oochengi
OVOC7266	0.0099	ovolvulus_vs_oochengi
OVOC5423	0.003	ovolvulus_vs_oochengi
OVOC1696b	0.0157	ovolvulus_vs_oochengi
OVOC1739	0.0025	ovolvulus_vs_oochengi
OVOC1412	0.003	ovolvulus_vs_oochengi
OVOC9129	0.0122	ovolvulus_vs_oochengi
OVOC7493	0.1787	ovolvulus_vs_oochengi
OVOC3568	0.0269	ovolvulus_vs_oochengi
OVOC2920	0.0089	ovolvulus_vs_oochengi
OVOC564	0.0096	ovolvulus_vs_oochengi
OVOC8270	0.0043	ovolvulus_vs_oochengi
OVOC11621	0.0172	ovolvulus_vs_oochengi
OVOC8708	0.0298	ovolvulus_vs_oochengi
OVOC6124	0	ovolvulus_vs_oochengi
OVOC9955	0.0063	ovolvulus_vs_oochengi
OVOC4225	0.0065	ovolvulus_vs_oochengi
OVOC651	0.0088	ovolvulus_vs_oochengi
OVOC4268	0.0117	ovolvulus_vs_oochengi
OVOC936	0.029	ovolvulus_vs_oochengi
OVOC662	0	ovolvulus_vs_oochengi
OVOC7719	0.0064	ovolvulus_vs_oochengi
OVOC276	0.0116	ovolvulus_vs_oochengi
OVOC3600	0	ovolvulus_vs_oochengi
OVOC5808	0.0062	ovolvulus_vs_oochengi
OVOC3969	1e-04	ovolvulus_vs_oochengi
OVOC4497	0	ovolvulus_vs_oochengi
OVOC5884	0.0115	ovolvulus_vs_oochengi
OVOC3666	0.01	ovolvulus_vs_oochengi
OVOC12115	0.0063	ovolvulus_vs_oochengi
OVOC10793	0	ovolvulus_vs_oochengi
OVOC6924	0.0186	ovolvulus_vs_oochengi
OVOC9889	0	ovolvulus_vs_oochengi
OVOC10050	0	ovolvulus_vs_oochengi
OVOC10971	0.0041	ovolvulus_vs_oochengi
OVOC2966	0.0075	ovolvulus_vs_oochengi
OVOC10462	0.007	ovolvulus_vs_oochengi
OVOC6697	0.0056	ovolvulus_vs_oochengi
OVOC6060	0	ovolvulus_vs_oochengi
OVOC3550	9e-04	ovolvulus_vs_oochengi
OVOC1582	0.0205	ovolvulus_vs_oochengi
OVOC8036	0.0208	ovolvulus_vs_oochengi
OVOC5357	0.0023	ovolvulus_vs_oochengi
OVOC9366	0.0584	ovolvulus_vs_oochengi
OVOC9451	0	ovolvulus_vs_oochengi
OVOC7006	0.0115	ovolvulus_vs_oochengi
OVOC10133	0.0337	ovolvulus_vs_oochengi
OVOC357	0.0253	ovolvulus_vs_oochengi
OVOC4872	0.0179	ovolvulus_vs_oochengi
OVOC3942	8e-04	ovolvulus_vs_oochengi
OVOC8109	0.0231	ovolvulus_vs_oochengi
OVOC6762	0.038	ovolvulus_vs_oochengi
OVOC715	0.0053	ovolvulus_vs_oochengi
OVOC2407	0.0131	ovolvulus_vs_oochengi
OVOC8778	0.0063	ovolvulus_vs_oochengi
OVOC9431	0.0097	ovolvulus_vs_oochengi
OVOC8501	0.0085	ovolvulus_vs_oochengi
OVOC6752	0.0677	ovolvulus_vs_oochengi
OVOC8583	0	ovolvulus_vs_oochengi
OVOC5116	0.0022	ovolvulus_vs_oochengi
OVOC8234	0.0248	ovolvulus_vs_oochengi
OVOC4585	0.0341	ovolvulus_vs_oochengi
OVOC627	0	ovolvulus_vs_oochengi
OVOC6268	0.013	ovolvulus_vs_oochengi
OVOC10006	0.0086	ovolvulus_vs_oochengi
OVOC6233	0.0048	ovolvulus_vs_oochengi
OVOC6704	0.0042	ovolvulus_vs_oochengi
OVOC2473	0.0024	ovolvulus_vs_oochengi
OVOC8702	0.0034	ovolvulus_vs_oochengi
OVOC12213	0.0077	ovolvulus_vs_oochengi
OVOC437	0.0035	ovolvulus_vs_oochengi
OVOC3178	0.0037	ovolvulus_vs_oochengi
OVOC7961	0.0559	ovolvulus_vs_oochengi
OVOC6681	0.0232	ovolvulus_vs_oochengi
OVOC5769	0.0321	ovolvulus_vs_oochengi
OVOC5533	0.0171	ovolvulus_vs_oochengi
OVOC793	0	ovolvulus_vs_oochengi
OVOC1025	0	ovolvulus_vs_oochengi
OVOC3966	0.0079	ovolvulus_vs_oochengi
OVOC8067	0.0097	ovolvulus_vs_oochengi
OVOC139	0.0141	ovolvulus_vs_oochengi
OVOC6659	0.0056	ovolvulus_vs_oochengi
OVOC11440	0.0026	ovolvulus_vs_oochengi
OVOC8284	0.0039	ovolvulus_vs_oochengi
OVOC1378	0.0099	ovolvulus_vs_oochengi
OVOC3098	0	ovolvulus_vs_oochengi
OVOC1501	0	ovolvulus_vs_oochengi
OVOC4636	0.0083	ovolvulus_vs_oochengi
OVOC10258	0.4477	ovolvulus_vs_oochengi
OVOC10676	0.0108	ovolvulus_vs_oochengi
OVOC8596	0.0068	ovolvulus_vs_oochengi
OVOC1095	0.0137	ovolvulus_vs_oochengi
OVOC8985	0.0032	ovolvulus_vs_oochengi
OVOC6775	0.0061	ovolvulus_vs_oochengi
OVOC9818	0.0276	ovolvulus_vs_oochengi
OVOC6710	0.0288	ovolvulus_vs_oochengi
OVOC5697	0.0745	ovolvulus_vs_oochengi
OVOC7251	0.0106	ovolvulus_vs_oochengi
OVOC4426	0.0114	ovolvulus_vs_oochengi
OVOC2720	0.1357	ovolvulus_vs_oochengi
OVOC11179	0	ovolvulus_vs_oochengi
OVOC12132	0.0017	ovolvulus_vs_oochengi
OVOC5815	0	ovolvulus_vs_oochengi
OVOC10628	0.0161	ovolvulus_vs_oochengi
OVOC3717	0	ovolvulus_vs_oochengi
OVOC4007	0.0042	ovolvulus_vs_oochengi
OVOC4537	0.0029	ovolvulus_vs_oochengi
OVOC6885	0	ovolvulus_vs_oochengi
OVOC6344	0.0075	ovolvulus_vs_oochengi
OVOC3509	0	ovolvulus_vs_oochengi
OVOC10348	0.0116	ovolvulus_vs_oochengi
OVOC8135	1e-04	ovolvulus_vs_oochengi
OVOC7213	0.0041	ovolvulus_vs_oochengi
OVOC11856	0.0526	ovolvulus_vs_oochengi
OVOC3054	0.0096	ovolvulus_vs_oochengi
OVOC209	0.0458	ovolvulus_vs_oochengi
OVOC847	0.0715	ovolvulus_vs_oochengi
OVOC7623	1e-04	ovolvulus_vs_oochengi
OVOC9371	0.003	ovolvulus_vs_oochengi
OVOC10968	0.04	ovolvulus_vs_oochengi
OVOC5506	0.0171	ovolvulus_vs_oochengi
OVOC4181	0	ovolvulus_vs_oochengi
OVOC1571	0.0093	ovolvulus_vs_oochengi
OVOC12120	0	ovolvulus_vs_oochengi
OVOC8278	0.0056	ovolvulus_vs_oochengi
OVOC8251	0	ovolvulus_vs_oochengi
OVOC955	0.0059	ovolvulus_vs_oochengi
OVOC8148	0.0034	ovolvulus_vs_oochengi
OVOC356	0.0197	ovolvulus_vs_oochengi
OVOC10638	0.0196	ovolvulus_vs_oochengi
OVOC8070	0.0305	ovolvulus_vs_oochengi
OVOC10226	0.0255	ovolvulus_vs_oochengi
OVOC10708	0.0135	ovolvulus_vs_oochengi
OVOC2858	0.0152	ovolvulus_vs_oochengi
OVOC10666	0	ovolvulus_vs_oochengi
OVOC2155	0.1152	ovolvulus_vs_oochengi
OVOC746	0.0713	ovolvulus_vs_oochengi
OVOC7788	0	ovolvulus_vs_oochengi
OVOC7900	4e-04	ovolvulus_vs_oochengi
OVOC1268	0.01	ovolvulus_vs_oochengi
OVOC6755	0.0056	ovolvulus_vs_oochengi
OVOC6117	0	ovolvulus_vs_oochengi
OVOC5555	0.012	ovolvulus_vs_oochengi
OVOC9299	0	ovolvulus_vs_oochengi
OVOC6229	0	ovolvulus_vs_oochengi
OVOC5045	0.0038	ovolvulus_vs_oochengi
OVOC4243	0.0478	ovolvulus_vs_oochengi
OVOC11877	0	ovolvulus_vs_oochengi
OVOC9025	0.016	ovolvulus_vs_oochengi
OVOC516	0.0066	ovolvulus_vs_oochengi
OVOC406	0.0025	ovolvulus_vs_oochengi
OVOC11263	0.0038	ovolvulus_vs_oochengi
OVOC2263	0.0028	ovolvulus_vs_oochengi
OVOC5738	0.0067	ovolvulus_vs_oochengi
OVOC11839	0.008	ovolvulus_vs_oochengi
OVOC7645	0.033	ovolvulus_vs_oochengi
OVOC4401	0.0579	ovolvulus_vs_oochengi
OVOC1282	0.0449	ovolvulus_vs_oochengi
OVOC3902	0.0057	ovolvulus_vs_oochengi
OVOC10922	0.0374	ovolvulus_vs_oochengi
OVOC550	0.0286	ovolvulus_vs_oochengi
OVOC10345	1e-04	ovolvulus_vs_oochengi
OVOC9727	0.0041	ovolvulus_vs_oochengi
OVOC2587	0	ovolvulus_vs_oochengi
OVOC6284	0.0098	ovolvulus_vs_oochengi
OVOC1341	0	ovolvulus_vs_oochengi
OVOC1586	0	ovolvulus_vs_oochengi
OVOC10565	0.0303	ovolvulus_vs_oochengi
OVOC969	0.0372	ovolvulus_vs_oochengi
OVOC5967	0.1165	ovolvulus_vs_oochengi
OVOC1423	0	ovolvulus_vs_oochengi
OVOC8901	0.003	ovolvulus_vs_oochengi
OVOC160	0.0046	ovolvulus_vs_oochengi
OVOC12124	0	ovolvulus_vs_oochengi
OVOC6746	0.0042	ovolvulus_vs_oochengi
OVOC6413	0.0099	ovolvulus_vs_oochengi
OVOC7547	0.0062	ovolvulus_vs_oochengi
OVOC10470	0.0155	ovolvulus_vs_oochengi
OVOC8415	0.0053	ovolvulus_vs_oochengi
OVOC8225	0.0117	ovolvulus_vs_oochengi
OVOC1456	0	ovolvulus_vs_oochengi
OVOC2673	1e-04	ovolvulus_vs_oochengi
OVOC1413	0.0144	ovolvulus_vs_oochengi
OVOC6602	0.0058	ovolvulus_vs_oochengi
OVOC6901	0.0034	ovolvulus_vs_oochengi
OVOC700	0	ovolvulus_vs_oochengi
OVOC12133	0.0789	ovolvulus_vs_oochengi
OVOC10333	0	ovolvulus_vs_oochengi
OVOC3766	0.0346	ovolvulus_vs_oochengi
OVOC5455	0.0053	ovolvulus_vs_oochengi
OVOC12110	0.0198	ovolvulus_vs_oochengi
OVOC5197	0.006	ovolvulus_vs_oochengi
OVOC10547	0.0128	ovolvulus_vs_oochengi
OVOC9320	0.0381	ovolvulus_vs_oochengi
OVOC3475	0.0029	ovolvulus_vs_oochengi
OVOC1993	0	ovolvulus_vs_oochengi
OVOC981	0.0117	ovolvulus_vs_oochengi
OVOC5500	0.0024	ovolvulus_vs_oochengi
OVOC3968	0	ovolvulus_vs_oochengi
OVOC10649	0.0015	ovolvulus_vs_oochengi
OVOC10863	0.0104	ovolvulus_vs_oochengi
OVOC9987	0.0074	ovolvulus_vs_oochengi
OVOC831	0.0041	ovolvulus_vs_oochengi
OVOC10896	0.0046	ovolvulus_vs_oochengi
OVOC9657	0	ovolvulus_vs_oochengi
OVOC1194	0.042	ovolvulus_vs_oochengi
OVOC10392	0	ovolvulus_vs_oochengi
OVOC9279	0.0343	ovolvulus_vs_oochengi
OVOC8474	0.0028	ovolvulus_vs_oochengi
OVOC6391	0.019	ovolvulus_vs_oochengi
OVOC8457	0.0414	ovolvulus_vs_oochengi
OVOC10106	0.0157	ovolvulus_vs_oochengi
OVOC8961	0.0083	ovolvulus_vs_oochengi
OVOC3528	0.0043	ovolvulus_vs_oochengi
OVOC10709	0.0073	ovolvulus_vs_oochengi
OVOC3873	0.0037	ovolvulus_vs_oochengi
OVOC1492	0.0141	ovolvulus_vs_oochengi
OVOC11557	0.0075	ovolvulus_vs_oochengi
OVOC5647	0.0022	ovolvulus_vs_oochengi
OVOC9983	0.008	ovolvulus_vs_oochengi
OVOC8855	0.0161	ovolvulus_vs_oochengi
OVOC110	0	ovolvulus_vs_oochengi
OVOC2788	1e-04	ovolvulus_vs_oochengi
OVOC4174	0.0392	ovolvulus_vs_oochengi
OVOC11857	0.0221	ovolvulus_vs_oochengi
OVOC7082	0.3465	ovolvulus_vs_oochengi
OVOC1437	0	ovolvulus_vs_oochengi
OVOC67	0	ovolvulus_vs_oochengi
OVOC407	0	ovolvulus_vs_oochengi
OVOC5269	0.0045	ovolvulus_vs_oochengi
OVOC1244	0.0085	ovolvulus_vs_oochengi
OVOC6724	0.0061	ovolvulus_vs_oochengi
OVOC6855	0	ovolvulus_vs_oochengi
OVOC2699	0.0063	ovolvulus_vs_oochengi
OVOC8249	0.0063	ovolvulus_vs_oochengi
OVOC9709	0.0122	ovolvulus_vs_oochengi
OVOC2863	0.0057	ovolvulus_vs_oochengi
OVOC4228	0.0089	ovolvulus_vs_oochengi
OVOC9980	0.0131	ovolvulus_vs_oochengi
OVOC1537	0.0044	ovolvulus_vs_oochengi
OVOC8523	0.067	ovolvulus_vs_oochengi
OVOC1420	0.0412	ovolvulus_vs_oochengi
OVOC11271	0.0071	ovolvulus_vs_oochengi
OVOC1103	0.0052	ovolvulus_vs_oochengi
OVOC10748	0.002	ovolvulus_vs_oochengi
OVOC11418	0.008	ovolvulus_vs_oochengi
OVOC8577	0	ovolvulus_vs_oochengi
OVOC299	0.0124	ovolvulus_vs_oochengi
OVOC10504	0.0644	ovolvulus_vs_oochengi
OVOC105	0.0627	ovolvulus_vs_oochengi
OVOC8344	0	ovolvulus_vs_oochengi
OVOC4634	0.0018	ovolvulus_vs_oochengi
OVOC12316	0.0243	ovolvulus_vs_oochengi
OVOC325	0.0065	ovolvulus_vs_oochengi
OVOC1375	0.0185	ovolvulus_vs_oochengi
OVOC8534	0.0079	ovolvulus_vs_oochengi
OVOC442	0.0124	ovolvulus_vs_oochengi
OVOC800	0.0042	ovolvulus_vs_oochengi
OVOC8294	0.0015	ovolvulus_vs_oochengi
OVOC5435	0.0586	ovolvulus_vs_oochengi
OVOC12147	0.0033	ovolvulus_vs_oochengi
OVOC2126	0.0121	ovolvulus_vs_oochengi
OVOC11014	0.013	ovolvulus_vs_oochengi
OVOC7102	0.0134	ovolvulus_vs_oochengi
OVOC7808	0.003	ovolvulus_vs_oochengi
OVOC10275	0.0172	ovolvulus_vs_oochengi
OVOC6230	0.0353	ovolvulus_vs_oochengi
OVOC4845	0.0812	ovolvulus_vs_oochengi
OVOC3935	1e-04	ovolvulus_vs_oochengi
OVOC10324	0.0095	ovolvulus_vs_oochengi
OVOC4911	0	ovolvulus_vs_oochengi
OVOC10632	0.0066	ovolvulus_vs_oochengi
OVOC790	0.075	ovolvulus_vs_oochengi
OVOC1162	0	ovolvulus_vs_oochengi
OVOC10849	0.0064	ovolvulus_vs_oochengi
OVOC8107	0.0408	ovolvulus_vs_oochengi
OVOC2586	0.0101	ovolvulus_vs_oochengi
OVOC10818	0.0069	ovolvulus_vs_oochengi
OVOC7110	0	ovolvulus_vs_oochengi
OVOC6726	0	ovolvulus_vs_oochengi
OVOC2262	0.0642	ovolvulus_vs_oochengi
OVOC10097	0.0118	ovolvulus_vs_oochengi
OVOC4710	0.0076	ovolvulus_vs_oochengi
OVOC5127	0.0201	ovolvulus_vs_oochengi
OVOC8810	0.1002	ovolvulus_vs_oochengi
OVOC9342	0.1121	ovolvulus_vs_oochengi
OVOC8627	0.0022	ovolvulus_vs_oochengi
OVOC6397	1e-04	ovolvulus_vs_oochengi
OVOC1517	0.0126	ovolvulus_vs_oochengi
OVOC2706	0.0128	ovolvulus_vs_oochengi
OVOC6043	0.0121	ovolvulus_vs_oochengi
OVOC4239	0.0415	ovolvulus_vs_oochengi
OVOC10139	0	ovolvulus_vs_oochengi
OVOC9419	0.0136	ovolvulus_vs_oochengi
OVOC3302	0.0055	ovolvulus_vs_oochengi
OVOC7722	0.0429	ovolvulus_vs_oochengi
OVOC11268	0.005	ovolvulus_vs_oochengi
OVOC6421	0.0018	ovolvulus_vs_oochengi
OVOC1934	0.0055	ovolvulus_vs_oochengi
OVOC6585	0	ovolvulus_vs_oochengi
OVOC10474	0.0091	ovolvulus_vs_oochengi
OVOC1414	0.0033	ovolvulus_vs_oochengi
OVOC4242	0.0163	ovolvulus_vs_oochengi
OVOC10824	0.0057	ovolvulus_vs_oochengi
OVOC6551a	0.0036	ovolvulus_vs_oochengi
OVOC363	0	ovolvulus_vs_oochengi
OVOC1738	0.0035	ovolvulus_vs_oochengi
OVOC12011	0.0041	ovolvulus_vs_oochengi
OVOC7599	0.0084	ovolvulus_vs_oochengi
OVOC5493	0.0143	ovolvulus_vs_oochengi
OVOC5792	0.0098	ovolvulus_vs_oochengi
OVOC7655	0.0097	ovolvulus_vs_oochengi
OVOC4493	0.0038	ovolvulus_vs_oochengi
OVOC6736	0.0155	ovolvulus_vs_oochengi
OVOC743	0.0396	ovolvulus_vs_oochengi
OVOC7409	0.0173	ovolvulus_vs_oochengi
OVOC1006	0	ovolvulus_vs_oochengi
OVOC8105	0.0235	ovolvulus_vs_oochengi
OVOC1495	0	ovolvulus_vs_oochengi
OVOC11918	0.0195	ovolvulus_vs_oochengi
OVOC5099	0.0781	ovolvulus_vs_oochengi
OVOC8673	0.0087	ovolvulus_vs_oochengi
OVOC5380	0.0031	ovolvulus_vs_oochengi
OVOC9195	0.0106	ovolvulus_vs_oochengi
OVOC7836	0.0053	ovolvulus_vs_oochengi
OVOC2518	0.0318	ovolvulus_vs_oochengi
OVOC73	0.034	ovolvulus_vs_oochengi
OVOC6943	0.0088	ovolvulus_vs_oochengi
OVOC1222	0.0139	ovolvulus_vs_oochengi
OVOC2713	0.0029	ovolvulus_vs_oochengi
OVOC3347	0.0066	ovolvulus_vs_oochengi
OVOC9040	0.0082	ovolvulus_vs_oochengi
OVOC9959	0.0286	ovolvulus_vs_oochengi
OVOC7624	0.0165	ovolvulus_vs_oochengi
OVOC3030	0.005	ovolvulus_vs_oochengi
OVOC8202	0.0212	ovolvulus_vs_oochengi
OVOC5985	0.0052	ovolvulus_vs_oochengi
OVOC7330	0.0075	ovolvulus_vs_oochengi
OVOC11952	0.0039	ovolvulus_vs_oochengi
OVOC3869	0	ovolvulus_vs_oochengi
OVOC11727	0.0095	ovolvulus_vs_oochengi
OVOC5009	0.0029	ovolvulus_vs_oochengi
OVOC1032	0.0886	ovolvulus_vs_oochengi
OVOC12103	0	ovolvulus_vs_oochengi
OVOC211	0.0044	ovolvulus_vs_oochengi
OVOC5520	0	ovolvulus_vs_oochengi
OVOC9623	0.0094	ovolvulus_vs_oochengi
OVOC7620	0.0229	ovolvulus_vs_oochengi
OVOC8513	0.0036	ovolvulus_vs_oochengi
OVOC9968	0.0138	ovolvulus_vs_oochengi
OVOC168	0.0131	ovolvulus_vs_oochengi
OVOC1547	0.0061	ovolvulus_vs_oochengi
OVOC6607	0.0073	ovolvulus_vs_oochengi
OVOC8553	0.0027	ovolvulus_vs_oochengi
OVOC5048	0.0029	ovolvulus_vs_oochengi
OVOC9368	0.0092	ovolvulus_vs_oochengi
OVOC10330	0.0718	ovolvulus_vs_oochengi
OVOC3100	0.0303	ovolvulus_vs_oochengi
OVOC10648	0.0333	ovolvulus_vs_oochengi
OVOC10591	0.0133	ovolvulus_vs_oochengi
OVOC7901	0.0057	ovolvulus_vs_oochengi
OVOC9264	0.0207	ovolvulus_vs_oochengi
OVOC10283	0.0807	ovolvulus_vs_oochengi
OVOC2525	0.0036	ovolvulus_vs_oochengi
OVOC5600	0.0674	ovolvulus_vs_oochengi
OVOC4843	0.007	ovolvulus_vs_oochengi
OVOC4197	0.0055	ovolvulus_vs_oochengi
OVOC4860	0.1019	ovolvulus_vs_oochengi
OVOC7697	0.0059	ovolvulus_vs_oochengi
OVOC3215	0.0198	ovolvulus_vs_oochengi
OVOC930	0.0058	ovolvulus_vs_oochengi
OVOC10609	0.0026	ovolvulus_vs_oochengi
OVOC5978	1e-04	ovolvulus_vs_oochengi
OVOC140	0.0237	ovolvulus_vs_oochengi
OVOC2182	0	ovolvulus_vs_oochengi
OVOC1520	0	ovolvulus_vs_oochengi
OVOC8409	0.0029	ovolvulus_vs_oochengi
OVOC2592	0	ovolvulus_vs_oochengi
OVOC3516	0.004	ovolvulus_vs_oochengi
OVOC6570	0.0117	ovolvulus_vs_oochengi
OVOC11174	0.0498	ovolvulus_vs_oochengi
OVOC8981	0	ovolvulus_vs_oochengi
OVOC1978	0	ovolvulus_vs_oochengi
OVOC8590	0.0033	ovolvulus_vs_oochengi
OVOC5364	0.0049	ovolvulus_vs_oochengi
OVOC4529	0.0091	ovolvulus_vs_oochengi
OVOC5785	0.1057	ovolvulus_vs_oochengi
OVOC6766	0.0019	ovolvulus_vs_oochengi
OVOC1543	0.0042	ovolvulus_vs_oochengi
OVOC6320	0.0296	ovolvulus_vs_oochengi
OVOC9358	0.1322	ovolvulus_vs_oochengi
OVOC512	0.0047	ovolvulus_vs_oochengi
OVOC413	0.0032	ovolvulus_vs_oochengi
OVOC4943	0.0454	ovolvulus_vs_oochengi
OVOC4221	0.0073	ovolvulus_vs_oochengi
OVOC4044	0.0137	ovolvulus_vs_oochengi
OVOC9697	0.0097	ovolvulus_vs_oochengi
OVOC10844	0.0058	ovolvulus_vs_oochengi
OVOC4969	0.0038	ovolvulus_vs_oochengi
OVOC4073	0.0088	ovolvulus_vs_oochengi
OVOC604	0.0331	ovolvulus_vs_oochengi
OVOC2729	0.0035	ovolvulus_vs_oochengi
OVOC6224	0.0054	ovolvulus_vs_oochengi
OVOC4173	0.0019	ovolvulus_vs_oochengi
OVOC5342	0.0077	ovolvulus_vs_oochengi
OVOC6065	0.016	ovolvulus_vs_oochengi
OVOC6097	0.0094	ovolvulus_vs_oochengi
OVOC452	0.0176	ovolvulus_vs_oochengi
OVOC11098	0.0811	ovolvulus_vs_oochengi
OVOC4163	0.0432	ovolvulus_vs_oochengi
OVOC4579	0.0099	ovolvulus_vs_oochengi
OVOC13425	0.0278	ovolvulus_vs_oochengi
OVOC1979	0.0098	ovolvulus_vs_oochengi
OVOC6947	0.0122	ovolvulus_vs_oochengi
OVOC6821	0.0249	ovolvulus_vs_oochengi
OVOC580	0.0103	ovolvulus_vs_oochengi
OVOC2692	0	ovolvulus_vs_oochengi
OVOC10520	0.0233	ovolvulus_vs_oochengi
OVOC10382	0.003	ovolvulus_vs_oochengi
OVOC3403	0.0036	ovolvulus_vs_oochengi
OVOC2008	0	ovolvulus_vs_oochengi
OVOC71	0.0016	ovolvulus_vs_oochengi
OVOC2873a	0.0088	ovolvulus_vs_oochengi
OVOC809	0	ovolvulus_vs_oochengi
OVOC3393	0.0159	ovolvulus_vs_oochengi
OVOC9094	0.0438	ovolvulus_vs_oochengi
OVOC848	0	ovolvulus_vs_oochengi
OVOC2884	0	ovolvulus_vs_oochengi
OVOC11469	0.0088	ovolvulus_vs_oochengi
OVOC11946	0.0048	ovolvulus_vs_oochengi
OVOC11648	0.0617	ovolvulus_vs_oochengi
OVOC2332	0	ovolvulus_vs_oochengi
OVOC9293	0.0346	ovolvulus_vs_oochengi
OVOC8151	0.0127	ovolvulus_vs_oochengi
OVOC961	0.0429	ovolvulus_vs_oochengi
OVOC7384	0.0128	ovolvulus_vs_oochengi
OVOC6807	0	ovolvulus_vs_oochengi
OVOC8843	0.0063	ovolvulus_vs_oochengi
OVOC1637	0.0078	ovolvulus_vs_oochengi
OVOC7361	0.0028	ovolvulus_vs_oochengi
OVOC881	0.019	ovolvulus_vs_oochengi
OVOC1694	0.0174	ovolvulus_vs_oochengi
OVOC9629	0	ovolvulus_vs_oochengi
OVOC9170	0.0204	ovolvulus_vs_oochengi
OVOC8625	0.0034	ovolvulus_vs_oochengi
OVOC5532	0.0084	ovolvulus_vs_oochengi
OVOC11009	0.0082	ovolvulus_vs_oochengi
OVOC5468	0.0037	ovolvulus_vs_oochengi
OVOC10481	0	ovolvulus_vs_oochengi
OVOC4866	0	ovolvulus_vs_oochengi
OVOC9896	0	ovolvulus_vs_oochengi
OVOC1376	0.0077	ovolvulus_vs_oochengi
OVOC7647	0.001	ovolvulus_vs_oochengi
OVOC5762	0	ovolvulus_vs_oochengi
OVOC7190	0.0169	ovolvulus_vs_oochengi
OVOC7743	0.0275	ovolvulus_vs_oochengi
OVOC10126	0.0067	ovolvulus_vs_oochengi
OVOC8356	0.0089	ovolvulus_vs_oochengi
OVOC571	0.0043	ovolvulus_vs_oochengi
OVOC5065	0.0066	ovolvulus_vs_oochengi
OVOC1098	0.0182	ovolvulus_vs_oochengi
OVOC6942	0	ovolvulus_vs_oochengi
OVOC8588a	0	ovolvulus_vs_oochengi
OVOC11169	0	ovolvulus_vs_oochengi
OVOC11161	0.006	ovolvulus_vs_oochengi
OVOC7693	0.0348	ovolvulus_vs_oochengi
OVOC11447	0.0027	ovolvulus_vs_oochengi
OVOC7562	0.0086	ovolvulus_vs_oochengi
OVOC2622	0.0045	ovolvulus_vs_oochengi
OVOC6371	0	ovolvulus_vs_oochengi
OVOC6209	0.0033	ovolvulus_vs_oochengi
OVOC1906	0.0227	ovolvulus_vs_oochengi
OVOC1612	0.0088	ovolvulus_vs_oochengi
OVOC100	0.0077	ovolvulus_vs_oochengi
OVOC1094	0.0053	ovolvulus_vs_oochengi
OVOC2628	0	ovolvulus_vs_oochengi
OVOC8815	0	ovolvulus_vs_oochengi
OVOC11006	0.0046	ovolvulus_vs_oochengi
OVOC6006	0.0425	ovolvulus_vs_oochengi
OVOC11748	0.0421	ovolvulus_vs_oochengi
OVOC222	0.0062	ovolvulus_vs_oochengi
OVOC5230	0.0637	ovolvulus_vs_oochengi
OVOC6916	0	ovolvulus_vs_oochengi
OVOC8402	0.0029	ovolvulus_vs_oochengi
OVOC860	0	ovolvulus_vs_oochengi
OVOC9998	0.0344	ovolvulus_vs_oochengi
